1,252,503,754,1005,1256,1507,1758,2009,2260,2511,2762,3013,3264,3515,3766,4017,4268,4519,4770,5021,5272,5523,5774,6025,6276,6527,6778,7029,7280,7531,7782,8033,8284,8535,8786,9037,9288,9539,9790,10041,10292,10543,10794,11045,11296,11547,11798,12049,12300,12551,12802,13053,13304,13555,13806,14057,14308,14559,14810,15061,15312,15563,15814,16065,16316,16567,16818,17069,17320,17571,17822,18073,18324,18575,18826,19077,19328,19579,19830,20081,20332,20583,20834,21085,21336,21587,21838,22089,22340,22591,22842,23093,23344,23595,23846,24097,24348,24599,24850,25101,25352,25603,25854,26105,26356,26607,26858,27109,27360,27611,27862,28113,28364,28615,28866,29117,29368,29619,29870,30121,30372,30623,30874,31125,31376,31627,31878,32129,32380,32631,32882,33133,33384,33635,33886,34137,34388,34639,34890,35141,35392,35643,35894,36145,36396,36647,36898,37149,37400,37651,37902,38153,38404,38655,38906,39157,39408,39659,39910,40161,40412,40663,40914,41165,41416,41667,41918,42169,42420,42671,42922,43173,43424,43675,43926,44177,44428,44679,44930,45181,45432,45683,45934,46185,46436,46687,46938,47189,47440,47691,47942,48193,48444,48695,48946,49197,49448,49699,49950,50201,50452,50703,50954,51205,51456,51707,51958,52209,52460,52711,52962,53213,53464,53715,53966,54217,54468,54719,54970,55221,55472,55723,55974,56225,56476,56727,56978,57229,57480,57731,57982,58233,58484,58735,58986,59237,59488,59739,59990,60241,60492,60743,60994,61245,61496,61747,61998,62249,62500,62751
12,263,514,765,1016,1267,1518,1769,2020,2271,2522,2773,3024,3275,3526,3777,4028,4279,4530,4781,5032,5283,5534,5785,6036,6287,6538,6789,7040,7291,7542,7793,8044,8295,8546,8797,9048,9299,9550,9801,10052,10303,10554,10805,11056,11307,11558,11809,12060,12311,12562,12813,13064,13315,13566,13817,14068,14319,14570,14821,15072,15323,15574,15825,16076,16327,16578,16829,17080,17331,17582,17833,18084,18335,18586,18837,19088,19339,19590,19841,20092,20343,20594,20845,21096,21347,21598,21849,22100,22351,22602,22853,23104,23355,23606,23857,24108,24359,24610,24861,25112,25363,25614,25865,26116,26367,26618,26869,27120,27371,27622,27873,28124,28375,28626,28877,29128,29379,29630,29881,30132,30383,30634,30885,31136,31387,31638,31889,32140,32391,32642,32893,33144,33395,33646,33897,34148,34399,34650,34901,35152,35403,35654,35905,36156,36407,36658,36909,37160,37411,37662,37913,38164,38415,38666,38917,39168,39419,39670,39921,40172,40423,40674,40925,41176,41427,41678,41929,42180,42431,42682,42933,43184,43435,43686,43937,44188,44439,44690,44941,45192,45443,45694,45945,46196,46447,46698,46949,47200,47451,47702,47953,48204,48455,48706,48957,49208,49459,49710,49961,50212,50463,50714,50965,51216,51467,51718,51969,52220,52471,52722,52973,53224,53475,53726,53977,54228,54479,54730,54981,55232,55483,55734,55985,56236,56487,56738,56989,57240,57491,57742,57993,58244,58495,58746,58997,59248,59499,59750,60001,60252,60503,60754,61005,61256,61507,61758,62009,62260,62511,62762
13,264,515,766,1017,1268,1519,1770,2021,2272,2523,2774,3025,3276,3527,3778,4029,4280,4531,4782,5033,5284,5535,5786,6037,6288,6539,6790,7041,7292,7543,7794,8045,8296,8547,8798,9049,9300,9551,9802,10053,10304,10555,10806,11057,11308,11559,11810,12061,12312,12563,12814,13065,13316,13567,13818,14069,14320,14571,14822,15073,15324,15575,15826,16077,16328,16579,16830,17081,17332,17583,17834,18085,18336,18587,18838,19089,19340,19591,19842,20093,20344,20595,20846,21097,21348,21599,21850,22101,22352,22603,22854,23105,23356,23607,23858,24109,24360,24611,24862,25113,25364,25615,25866,26117,26368,26619,26870,27121,27372,27623,27874,28125,28376,28627,28878,29129,29380,29631,29882,30133,30384,30635,30886,31137,31388,31639,31890,32141,32392,32643,32894,33145,33396,33647,33898,34149,34400,34651,34902,35153,35404,35655,35906,36157,36408,36659,36910,37161,37412,37663,37914,38165,38416,38667,38918,39169,39420,39671,39922,40173,40424,40675,40926,41177,41428,41679,41930,42181,42432,42683,42934,43185,43436,43687,43938,44189,44440,44691,44942,45193,45444,45695,45946,46197,46448,46699,46950,47201,47452,47703,47954,48205,48456,48707,48958,49209,49460,49711,49962,50213,50464,50715,50966,51217,51468,51719,51970,52221,52472,52723,52974,53225,53476,53727,53978,54229,54480,54731,54982,55233,55484,55735,55986,56237,56488,56739,56990,57241,57492,57743,57994,58245,58496,58747,58998,59249,59500,59751,60002,60253,60504,60755,61006,61257,61508,61759,62010,62261,62512,62763
14,265,516,767,1018,1269,1520,1771,2022,2273,2524,2775,3026,3277,3528,3779,4030,4281,4532,4783,5034,5285,5536,5787,6038,6289,6540,6791,7042,7293,7544,7795,8046,8297,8548,8799,9050,9301,9552,9803,10054,10305,10556,10807,11058,11309,11560,11811,12062,12313,12564,12815,13066,13317,13568,13819,14070,14321,14572,14823,15074,15325,15576,15827,16078,16329,16580,16831,17082,17333,17584,17835,18086,18337,18588,18839,19090,19341,19592,19843,20094,20345,20596,20847,21098,21349,21600,21851,22102,22353,22604,22855,23106,23357,23608,23859,24110,24361,24612,24863,25114,25365,25616,25867,26118,26369,26620,26871,27122,27373,27624,27875,28126,28377,28628,28879,29130,29381,29632,29883,30134,30385,30636,30887,31138,31389,31640,31891,32142,32393,32644,32895,33146,33397,33648,33899,34150,34401,34652,34903,35154,35405,35656,35907,36158,36409,36660,36911,37162,37413,37664,37915,38166,38417,38668,38919,39170,39421,39672,39923,40174,40425,40676,40927,41178,41429,41680,41931,42182,42433,42684,42935,43186,43437,43688,43939,44190,44441,44692,44943,45194,45445,45696,45947,46198,46449,46700,46951,47202,47453,47704,47955,48206,48457,48708,48959,49210,49461,49712,49963,50214,50465,50716,50967,51218,51469,51720,51971,52222,52473,52724,52975,53226,53477,53728,53979,54230,54481,54732,54983,55234,55485,55736,55987,56238,56489,56740,56991,57242,57493,57744,57995,58246,58497,58748,58999,59250,59501,59752,60003,60254,60505,60756,61007,61258,61509,61760,62011,62262,62513,62764
15,266,517,768,1019,1270,1521,1772,2023,2274,2525,2776,3027,3278,3529,3780,4031,4282,4533,4784,5035,5286,5537,5788,6039,6290,6541,6792,7043,7294,7545,7796,8047,8298,8549,8800,9051,9302,9553,9804,10055,10306,10557,10808,11059,11310,11561,11812,12063,12314,12565,12816,13067,13318,13569,13820,14071,14322,14573,14824,15075,15326,15577,15828,16079,16330,16581,16832,17083,17334,17585,17836,18087,18338,18589,18840,19091,19342,19593,19844,20095,20346,20597,20848,21099,21350,21601,21852,22103,22354,22605,22856,23107,23358,23609,23860,24111,24362,24613,24864,25115,25366,25617,25868,26119,26370,26621,26872,27123,27374,27625,27876,28127,28378,28629,28880,29131,29382,29633,29884,30135,30386,30637,30888,31139,31390,31641,31892,32143,32394,32645,32896,33147,33398,33649,33900,34151,34402,34653,34904,35155,35406,35657,35908,36159,36410,36661,36912,37163,37414,37665,37916,38167,38418,38669,38920,39171,39422,39673,39924,40175,40426,40677,40928,41179,41430,41681,41932,42183,42434,42685,42936,43187,43438,43689,43940,44191,44442,44693,44944,45195,45446,45697,45948,46199,46450,46701,46952,47203,47454,47705,47956,48207,48458,48709,48960,49211,49462,49713,49964,50215,50466,50717,50968,51219,51470,51721,51972,52223,52474,52725,52976,53227,53478,53729,53980,54231,54482,54733,54984,55235,55486,55737,55988,56239,56490,56741,56992,57243,57494,57745,57996,58247,58498,58749,59000,59251,59502,59753,60004,60255,60506,60757,61008,61259,61510,61761,62012,62263,62514,62765
16,267,518,769,1020,1271,1522,1773,2024,2275,2526,2777,3028,3279,3530,3781,4032,4283,4534,4785,5036,5287,5538,5789,6040,6291,6542,6793,7044,7295,7546,7797,8048,8299,8550,8801,9052,9303,9554,9805,10056,10307,10558,10809,11060,11311,11562,11813,12064,12315,12566,12817,13068,13319,13570,13821,14072,14323,14574,14825,15076,15327,15578,15829,16080,16331,16582,16833,17084,17335,17586,17837,18088,18339,18590,18841,19092,19343,19594,19845,20096,20347,20598,20849,21100,21351,21602,21853,22104,22355,22606,22857,23108,23359,23610,23861,24112,24363,24614,24865,25116,25367,25618,25869,26120,26371,26622,26873,27124,27375,27626,27877,28128,28379,28630,28881,29132,29383,29634,29885,30136,30387,30638,30889,31140,31391,31642,31893,32144,32395,32646,32897,33148,33399,33650,33901,34152,34403,34654,34905,35156,35407,35658,35909,36160,36411,36662,36913,37164,37415,37666,37917,38168,38419,38670,38921,39172,39423,39674,39925,40176,40427,40678,40929,41180,41431,41682,41933,42184,42435,42686,42937,43188,43439,43690,43941,44192,44443,44694,44945,45196,45447,45698,45949,46200,46451,46702,46953,47204,47455,47706,47957,48208,48459,48710,48961,49212,49463,49714,49965,50216,50467,50718,50969,51220,51471,51722,51973,52224,52475,52726,52977,53228,53479,53730,53981,54232,54483,54734,54985,55236,55487,55738,55989,56240,56491,56742,56993,57244,57495,57746,57997,58248,58499,58750,59001,59252,59503,59754,60005,60256,60507,60758,61009,61260,61511,61762,62013,62264,62515,62766
17,268,519,770,1021,1272,1523,1774,2025,2276,2527,2778,3029,3280,3531,3782,4033,4284,4535,4786,5037,5288,5539,5790,6041,6292,6543,6794,7045,7296,7547,7798,8049,8300,8551,8802,9053,9304,9555,9806,10057,10308,10559,10810,11061,11312,11563,11814,12065,12316,12567,12818,13069,13320,13571,13822,14073,14324,14575,14826,15077,15328,15579,15830,16081,16332,16583,16834,17085,17336,17587,17838,18089,18340,18591,18842,19093,19344,19595,19846,20097,20348,20599,20850,21101,21352,21603,21854,22105,22356,22607,22858,23109,23360,23611,23862,24113,24364,24615,24866,25117,25368,25619,25870,26121,26372,26623,26874,27125,27376,27627,27878,28129,28380,28631,28882,29133,29384,29635,29886,30137,30388,30639,30890,31141,31392,31643,31894,32145,32396,32647,32898,33149,33400,33651,33902,34153,34404,34655,34906,35157,35408,35659,35910,36161,36412,36663,36914,37165,37416,37667,37918,38169,38420,38671,38922,39173,39424,39675,39926,40177,40428,40679,40930,41181,41432,41683,41934,42185,42436,42687,42938,43189,43440,43691,43942,44193,44444,44695,44946,45197,45448,45699,45950,46201,46452,46703,46954,47205,47456,47707,47958,48209,48460,48711,48962,49213,49464,49715,49966,50217,50468,50719,50970,51221,51472,51723,51974,52225,52476,52727,52978,53229,53480,53731,53982,54233,54484,54735,54986,55237,55488,55739,55990,56241,56492,56743,56994,57245,57496,57747,57998,58249,58500,58751,59002,59253,59504,59755,60006,60257,60508,60759,61010,61261,61512,61763,62014,62265,62516,62767
18,269,520,771,1022,1273,1524,1775,2026,2277,2528,2779,3030,3281,3532,3783,4034,4285,4536,4787,5038,5289,5540,5791,6042,6293,6544,6795,7046,7297,7548,7799,8050,8301,8552,8803,9054,9305,9556,9807,10058,10309,10560,10811,11062,11313,11564,11815,12066,12317,12568,12819,13070,13321,13572,13823,14074,14325,14576,14827,15078,15329,15580,15831,16082,16333,16584,16835,17086,17337,17588,17839,18090,18341,18592,18843,19094,19345,19596,19847,20098,20349,20600,20851,21102,21353,21604,21855,22106,22357,22608,22859,23110,23361,23612,23863,24114,24365,24616,24867,25118,25369,25620,25871,26122,26373,26624,26875,27126,27377,27628,27879,28130,28381,28632,28883,29134,29385,29636,29887,30138,30389,30640,30891,31142,31393,31644,31895,32146,32397,32648,32899,33150,33401,33652,33903,34154,34405,34656,34907,35158,35409,35660,35911,36162,36413,36664,36915,37166,37417,37668,37919,38170,38421,38672,38923,39174,39425,39676,39927,40178,40429,40680,40931,41182,41433,41684,41935,42186,42437,42688,42939,43190,43441,43692,43943,44194,44445,44696,44947,45198,45449,45700,45951,46202,46453,46704,46955,47206,47457,47708,47959,48210,48461,48712,48963,49214,49465,49716,49967,50218,50469,50720,50971,51222,51473,51724,51975,52226,52477,52728,52979,53230,53481,53732,53983,54234,54485,54736,54987,55238,55489,55740,55991,56242,56493,56744,56995,57246,57497,57748,57999,58250,58501,58752,59003,59254,59505,59756,60007,60258,60509,60760,61011,61262,61513,61764,62015,62266,62517,62768
19,270,521,772,1023,1274,1525,1776,2027,2278,2529,2780,3031,3282,3533,3784,4035,4286,4537,4788,5039,5290,5541,5792,6043,6294,6545,6796,7047,7298,7549,7800,8051,8302,8553,8804,9055,9306,9557,9808,10059,10310,10561,10812,11063,11314,11565,11816,12067,12318,12569,12820,13071,13322,13573,13824,14075,14326,14577,14828,15079,15330,15581,15832,16083,16334,16585,16836,17087,17338,17589,17840,18091,18342,18593,18844,19095,19346,19597,19848,20099,20350,20601,20852,21103,21354,21605,21856,22107,22358,22609,22860,23111,23362,23613,23864,24115,24366,24617,24868,25119,25370,25621,25872,26123,26374,26625,26876,27127,27378,27629,27880,28131,28382,28633,28884,29135,29386,29637,29888,30139,30390,30641,30892,31143,31394,31645,31896,32147,32398,32649,32900,33151,33402,33653,33904,34155,34406,34657,34908,35159,35410,35661,35912,36163,36414,36665,36916,37167,37418,37669,37920,38171,38422,38673,38924,39175,39426,39677,39928,40179,40430,40681,40932,41183,41434,41685,41936,42187,42438,42689,42940,43191,43442,43693,43944,44195,44446,44697,44948,45199,45450,45701,45952,46203,46454,46705,46956,47207,47458,47709,47960,48211,48462,48713,48964,49215,49466,49717,49968,50219,50470,50721,50972,51223,51474,51725,51976,52227,52478,52729,52980,53231,53482,53733,53984,54235,54486,54737,54988,55239,55490,55741,55992,56243,56494,56745,56996,57247,57498,57749,58000,58251,58502,58753,59004,59255,59506,59757,60008,60259,60510,60761,61012,61263,61514,61765,62016,62267,62518,62769
20,271,522,773,1024,1275,1526,1777,2028,2279,2530,2781,3032,3283,3534,3785,4036,4287,4538,4789,5040,5291,5542,5793,6044,6295,6546,6797,7048,7299,7550,7801,8052,8303,8554,8805,9056,9307,9558,9809,10060,10311,10562,10813,11064,11315,11566,11817,12068,12319,12570,12821,13072,13323,13574,13825,14076,14327,14578,14829,15080,15331,15582,15833,16084,16335,16586,16837,17088,17339,17590,17841,18092,18343,18594,18845,19096,19347,19598,19849,20100,20351,20602,20853,21104,21355,21606,21857,22108,22359,22610,22861,23112,23363,23614,23865,24116,24367,24618,24869,25120,25371,25622,25873,26124,26375,26626,26877,27128,27379,27630,27881,28132,28383,28634,28885,29136,29387,29638,29889,30140,30391,30642,30893,31144,31395,31646,31897,32148,32399,32650,32901,33152,33403,33654,33905,34156,34407,34658,34909,35160,35411,35662,35913,36164,36415,36666,36917,37168,37419,37670,37921,38172,38423,38674,38925,39176,39427,39678,39929,40180,40431,40682,40933,41184,41435,41686,41937,42188,42439,42690,42941,43192,43443,43694,43945,44196,44447,44698,44949,45200,45451,45702,45953,46204,46455,46706,46957,47208,47459,47710,47961,48212,48463,48714,48965,49216,49467,49718,49969,50220,50471,50722,50973,51224,51475,51726,51977,52228,52479,52730,52981,53232,53483,53734,53985,54236,54487,54738,54989,55240,55491,55742,55993,56244,56495,56746,56997,57248,57499,57750,58001,58252,58503,58754,59005,59256,59507,59758,60009,60260,60511,60762,61013,61264,61515,61766,62017,62268,62519,62770
21,272,523,774,1025,1276,1527,1778,2029,2280,2531,2782,3033,3284,3535,3786,4037,4288,4539,4790,5041,5292,5543,5794,6045,6296,6547,6798,7049,7300,7551,7802,8053,8304,8555,8806,9057,9308,9559,9810,10061,10312,10563,10814,11065,11316,11567,11818,12069,12320,12571,12822,13073,13324,13575,13826,14077,14328,14579,14830,15081,15332,15583,15834,16085,16336,16587,16838,17089,17340,17591,17842,18093,18344,18595,18846,19097,19348,19599,19850,20101,20352,20603,20854,21105,21356,21607,21858,22109,22360,22611,22862,23113,23364,23615,23866,24117,24368,24619,24870,25121,25372,25623,25874,26125,26376,26627,26878,27129,27380,27631,27882,28133,28384,28635,28886,29137,29388,29639,29890,30141,30392,30643,30894,31145,31396,31647,31898,32149,32400,32651,32902,33153,33404,33655,33906,34157,34408,34659,34910,35161,35412,35663,35914,36165,36416,36667,36918,37169,37420,37671,37922,38173,38424,38675,38926,39177,39428,39679,39930,40181,40432,40683,40934,41185,41436,41687,41938,42189,42440,42691,42942,43193,43444,43695,43946,44197,44448,44699,44950,45201,45452,45703,45954,46205,46456,46707,46958,47209,47460,47711,47962,48213,48464,48715,48966,49217,49468,49719,49970,50221,50472,50723,50974,51225,51476,51727,51978,52229,52480,52731,52982,53233,53484,53735,53986,54237,54488,54739,54990,55241,55492,55743,55994,56245,56496,56747,56998,57249,57500,57751,58002,58253,58504,58755,59006,59257,59508,59759,60010,60261,60512,60763,61014,61265,61516,61767,62018,62269,62520,62771
22,273,524,775,1026,1277,1528,1779,2030,2281,2532,2783,3034,3285,3536,3787,4038,4289,4540,4791,5042,5293,5544,5795,6046,6297,6548,6799,7050,7301,7552,7803,8054,8305,8556,8807,9058,9309,9560,9811,10062,10313,10564,10815,11066,11317,11568,11819,12070,12321,12572,12823,13074,13325,13576,13827,14078,14329,14580,14831,15082,15333,15584,15835,16086,16337,16588,16839,17090,17341,17592,17843,18094,18345,18596,18847,19098,19349,19600,19851,20102,20353,20604,20855,21106,21357,21608,21859,22110,22361,22612,22863,23114,23365,23616,23867,24118,24369,24620,24871,25122,25373,25624,25875,26126,26377,26628,26879,27130,27381,27632,27883,28134,28385,28636,28887,29138,29389,29640,29891,30142,30393,30644,30895,31146,31397,31648,31899,32150,32401,32652,32903,33154,33405,33656,33907,34158,34409,34660,34911,35162,35413,35664,35915,36166,36417,36668,36919,37170,37421,37672,37923,38174,38425,38676,38927,39178,39429,39680,39931,40182,40433,40684,40935,41186,41437,41688,41939,42190,42441,42692,42943,43194,43445,43696,43947,44198,44449,44700,44951,45202,45453,45704,45955,46206,46457,46708,46959,47210,47461,47712,47963,48214,48465,48716,48967,49218,49469,49720,49971,50222,50473,50724,50975,51226,51477,51728,51979,52230,52481,52732,52983,53234,53485,53736,53987,54238,54489,54740,54991,55242,55493,55744,55995,56246,56497,56748,56999,57250,57501,57752,58003,58254,58505,58756,59007,59258,59509,59760,60011,60262,60513,60764,61015,61266,61517,61768,62019,62270,62521,62772
23,274,525,776,1027,1278,1529,1780,2031,2282,2533,2784,3035,3286,3537,3788,4039,4290,4541,4792,5043,5294,5545,5796,6047,6298,6549,6800,7051,7302,7553,7804,8055,8306,8557,8808,9059,9310,9561,9812,10063,10314,10565,10816,11067,11318,11569,11820,12071,12322,12573,12824,13075,13326,13577,13828,14079,14330,14581,14832,15083,15334,15585,15836,16087,16338,16589,16840,17091,17342,17593,17844,18095,18346,18597,18848,19099,19350,19601,19852,20103,20354,20605,20856,21107,21358,21609,21860,22111,22362,22613,22864,23115,23366,23617,23868,24119,24370,24621,24872,25123,25374,25625,25876,26127,26378,26629,26880,27131,27382,27633,27884,28135,28386,28637,28888,29139,29390,29641,29892,30143,30394,30645,30896,31147,31398,31649,31900,32151,32402,32653,32904,33155,33406,33657,33908,34159,34410,34661,34912,35163,35414,35665,35916,36167,36418,36669,36920,37171,37422,37673,37924,38175,38426,38677,38928,39179,39430,39681,39932,40183,40434,40685,40936,41187,41438,41689,41940,42191,42442,42693,42944,43195,43446,43697,43948,44199,44450,44701,44952,45203,45454,45705,45956,46207,46458,46709,46960,47211,47462,47713,47964,48215,48466,48717,48968,49219,49470,49721,49972,50223,50474,50725,50976,51227,51478,51729,51980,52231,52482,52733,52984,53235,53486,53737,53988,54239,54490,54741,54992,55243,55494,55745,55996,56247,56498,56749,57000,57251,57502,57753,58004,58255,58506,58757,59008,59259,59510,59761,60012,60263,60514,60765,61016,61267,61518,61769,62020,62271,62522,62773
24,275,526,777,1028,1279,1530,1781,2032,2283,2534,2785,3036,3287,3538,3789,4040,4291,4542,4793,5044,5295,5546,5797,6048,6299,6550,6801,7052,7303,7554,7805,8056,8307,8558,8809,9060,9311,9562,9813,10064,10315,10566,10817,11068,11319,11570,11821,12072,12323,12574,12825,13076,13327,13578,13829,14080,14331,14582,14833,15084,15335,15586,15837,16088,16339,16590,16841,17092,17343,17594,17845,18096,18347,18598,18849,19100,19351,19602,19853,20104,20355,20606,20857,21108,21359,21610,21861,22112,22363,22614,22865,23116,23367,23618,23869,24120,24371,24622,24873,25124,25375,25626,25877,26128,26379,26630,26881,27132,27383,27634,27885,28136,28387,28638,28889,29140,29391,29642,29893,30144,30395,30646,30897,31148,31399,31650,31901,32152,32403,32654,32905,33156,33407,33658,33909,34160,34411,34662,34913,35164,35415,35666,35917,36168,36419,36670,36921,37172,37423,37674,37925,38176,38427,38678,38929,39180,39431,39682,39933,40184,40435,40686,40937,41188,41439,41690,41941,42192,42443,42694,42945,43196,43447,43698,43949,44200,44451,44702,44953,45204,45455,45706,45957,46208,46459,46710,46961,47212,47463,47714,47965,48216,48467,48718,48969,49220,49471,49722,49973,50224,50475,50726,50977,51228,51479,51730,51981,52232,52483,52734,52985,53236,53487,53738,53989,54240,54491,54742,54993,55244,55495,55746,55997,56248,56499,56750,57001,57252,57503,57754,58005,58256,58507,58758,59009,59260,59511,59762,60013,60264,60515,60766,61017,61268,61519,61770,62021,62272,62523,62774
25,276,527,778,1029,1280,1531,1782,2033,2284,2535,2786,3037,3288,3539,3790,4041,4292,4543,4794,5045,5296,5547,5798,6049,6300,6551,6802,7053,7304,7555,7806,8057,8308,8559,8810,9061,9312,9563,9814,10065,10316,10567,10818,11069,11320,11571,11822,12073,12324,12575,12826,13077,13328,13579,13830,14081,14332,14583,14834,15085,15336,15587,15838,16089,16340,16591,16842,17093,17344,17595,17846,18097,18348,18599,18850,19101,19352,19603,19854,20105,20356,20607,20858,21109,21360,21611,21862,22113,22364,22615,22866,23117,23368,23619,23870,24121,24372,24623,24874,25125,25376,25627,25878,26129,26380,26631,26882,27133,27384,27635,27886,28137,28388,28639,28890,29141,29392,29643,29894,30145,30396,30647,30898,31149,31400,31651,31902,32153,32404,32655,32906,33157,33408,33659,33910,34161,34412,34663,34914,35165,35416,35667,35918,36169,36420,36671,36922,37173,37424,37675,37926,38177,38428,38679,38930,39181,39432,39683,39934,40185,40436,40687,40938,41189,41440,41691,41942,42193,42444,42695,42946,43197,43448,43699,43950,44201,44452,44703,44954,45205,45456,45707,45958,46209,46460,46711,46962,47213,47464,47715,47966,48217,48468,48719,48970,49221,49472,49723,49974,50225,50476,50727,50978,51229,51480,51731,51982,52233,52484,52735,52986,53237,53488,53739,53990,54241,54492,54743,54994,55245,55496,55747,55998,56249,56500,56751,57002,57253,57504,57755,58006,58257,58508,58759,59010,59261,59512,59763,60014,60265,60516,60767,61018,61269,61520,61771,62022,62273,62524,62775
26,277,528,779,1030,1281,1532,1783,2034,2285,2536,2787,3038,3289,3540,3791,4042,4293,4544,4795,5046,5297,5548,5799,6050,6301,6552,6803,7054,7305,7556,7807,8058,8309,8560,8811,9062,9313,9564,9815,10066,10317,10568,10819,11070,11321,11572,11823,12074,12325,12576,12827,13078,13329,13580,13831,14082,14333,14584,14835,15086,15337,15588,15839,16090,16341,16592,16843,17094,17345,17596,17847,18098,18349,18600,18851,19102,19353,19604,19855,20106,20357,20608,20859,21110,21361,21612,21863,22114,22365,22616,22867,23118,23369,23620,23871,24122,24373,24624,24875,25126,25377,25628,25879,26130,26381,26632,26883,27134,27385,27636,27887,28138,28389,28640,28891,29142,29393,29644,29895,30146,30397,30648,30899,31150,31401,31652,31903,32154,32405,32656,32907,33158,33409,33660,33911,34162,34413,34664,34915,35166,35417,35668,35919,36170,36421,36672,36923,37174,37425,37676,37927,38178,38429,38680,38931,39182,39433,39684,39935,40186,40437,40688,40939,41190,41441,41692,41943,42194,42445,42696,42947,43198,43449,43700,43951,44202,44453,44704,44955,45206,45457,45708,45959,46210,46461,46712,46963,47214,47465,47716,47967,48218,48469,48720,48971,49222,49473,49724,49975,50226,50477,50728,50979,51230,51481,51732,51983,52234,52485,52736,52987,53238,53489,53740,53991,54242,54493,54744,54995,55246,55497,55748,55999,56250,56501,56752,57003,57254,57505,57756,58007,58258,58509,58760,59011,59262,59513,59764,60015,60266,60517,60768,61019,61270,61521,61772,62023,62274,62525,62776
27,278,529,780,1031,1282,1533,1784,2035,2286,2537,2788,3039,3290,3541,3792,4043,4294,4545,4796,5047,5298,5549,5800,6051,6302,6553,6804,7055,7306,7557,7808,8059,8310,8561,8812,9063,9314,9565,9816,10067,10318,10569,10820,11071,11322,11573,11824,12075,12326,12577,12828,13079,13330,13581,13832,14083,14334,14585,14836,15087,15338,15589,15840,16091,16342,16593,16844,17095,17346,17597,17848,18099,18350,18601,18852,19103,19354,19605,19856,20107,20358,20609,20860,21111,21362,21613,21864,22115,22366,22617,22868,23119,23370,23621,23872,24123,24374,24625,24876,25127,25378,25629,25880,26131,26382,26633,26884,27135,27386,27637,27888,28139,28390,28641,28892,29143,29394,29645,29896,30147,30398,30649,30900,31151,31402,31653,31904,32155,32406,32657,32908,33159,33410,33661,33912,34163,34414,34665,34916,35167,35418,35669,35920,36171,36422,36673,36924,37175,37426,37677,37928,38179,38430,38681,38932,39183,39434,39685,39936,40187,40438,40689,40940,41191,41442,41693,41944,42195,42446,42697,42948,43199,43450,43701,43952,44203,44454,44705,44956,45207,45458,45709,45960,46211,46462,46713,46964,47215,47466,47717,47968,48219,48470,48721,48972,49223,49474,49725,49976,50227,50478,50729,50980,51231,51482,51733,51984,52235,52486,52737,52988,53239,53490,53741,53992,54243,54494,54745,54996,55247,55498,55749,56000,56251,56502,56753,57004,57255,57506,57757,58008,58259,58510,58761,59012,59263,59514,59765,60016,60267,60518,60769,61020,61271,61522,61773,62024,62275,62526,62777
28,279,530,781,1032,1283,1534,1785,2036,2287,2538,2789,3040,3291,3542,3793,4044,4295,4546,4797,5048,5299,5550,5801,6052,6303,6554,6805,7056,7307,7558,7809,8060,8311,8562,8813,9064,9315,9566,9817,10068,10319,10570,10821,11072,11323,11574,11825,12076,12327,12578,12829,13080,13331,13582,13833,14084,14335,14586,14837,15088,15339,15590,15841,16092,16343,16594,16845,17096,17347,17598,17849,18100,18351,18602,18853,19104,19355,19606,19857,20108,20359,20610,20861,21112,21363,21614,21865,22116,22367,22618,22869,23120,23371,23622,23873,24124,24375,24626,24877,25128,25379,25630,25881,26132,26383,26634,26885,27136,27387,27638,27889,28140,28391,28642,28893,29144,29395,29646,29897,30148,30399,30650,30901,31152,31403,31654,31905,32156,32407,32658,32909,33160,33411,33662,33913,34164,34415,34666,34917,35168,35419,35670,35921,36172,36423,36674,36925,37176,37427,37678,37929,38180,38431,38682,38933,39184,39435,39686,39937,40188,40439,40690,40941,41192,41443,41694,41945,42196,42447,42698,42949,43200,43451,43702,43953,44204,44455,44706,44957,45208,45459,45710,45961,46212,46463,46714,46965,47216,47467,47718,47969,48220,48471,48722,48973,49224,49475,49726,49977,50228,50479,50730,50981,51232,51483,51734,51985,52236,52487,52738,52989,53240,53491,53742,53993,54244,54495,54746,54997,55248,55499,55750,56001,56252,56503,56754,57005,57256,57507,57758,58009,58260,58511,58762,59013,59264,59515,59766,60017,60268,60519,60770,61021,61272,61523,61774,62025,62276,62527,62778
